,Yr_Mo_Dy,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
829,2063-04-10,4.75,4.42,13.59,5.25,7.83,6.79,7.25,8.0,6.34,8.54,11.38,8.83
830,2063-04-11,16.21,13.37,9.29,8.46,13.75,10.29,9.54,12.83,11.25,9.29,16.83,16.46
831,2063-04-12,11.12,10.13,11.79,8.38,13.13,11.0,16.0,12.08,12.71,16.0,19.62,24.79
832,2063-04-13,15.09,11.29,16.38,8.75,13.88,13.54,15.21,12.67,12.38,15.46,15.87,21.79
833,2063-04-14,19.12,15.54,18.96,11.04,15.16,13.33,16.46,11.29,11.54,13.79,13.7,14.75
834,2063-04-15,6.79,7.25,9.04,5.46,9.25,5.5,8.87,5.29,6.34,5.63,7.58,10.46
835,2063-04-16,15.54,15.71,14.62,8.92,14.25,10.63,9.67,13.83,10.29,13.7,20.46,16.38
836,2063-04-17,11.04,10.83,9.79,6.83,10.96,7.96,8.0,12.71,8.21,12.08,18.91,13.5
837,2063-04-18,5.66,5.21,9.42,4.67,9.29,7.75,9.92,9.13,8.79,8.29,11.29,11.29
838,2063-04-19,9.08,10.75,8.79,6.67,12.42,8.87,9.5,8.42,7.17,8.92,9.08,10.21
839,2063-04-20,25.5,20.67,24.87,17.04,22.0,17.71,21.54,19.29,17.0,19.67,17.92,22.63
840,2063-04-21,27.08,18.88,23.75,16.54,18.66,15.16,19.58,17.75,16.42,21.84,20.3,24.62
841,2063-04-22,14.09,12.42,15.12,10.29,14.54,12.21,13.42,13.13,12.42,15.67,16.83,13.7
842,2063-04-23,9.87,11.67,7.25,5.63,11.87,8.42,6.0,8.71,8.25,10.0,9.67,10.63
843,2063-04-24,8.54,3.54,5.04,5.79,9.0,7.25,6.67,8.83,7.46,8.87,10.0,9.67
844,2063-04-25,4.25,6.0,4.92,2.75,4.0,2.0,4.83,2.04,2.83,3.83,8.58,6.92
845,2063-04-26,5.09,8.87,8.38,5.88,6.79,6.96,5.71,8.29,5.83,6.21,15.09,8.83
846,2063-04-27,5.37,6.29,10.13,4.0,6.67,7.5,12.12,10.67,9.13,10.46,15.21,15.63
847,2063-04-28,5.88,6.5,10.21,5.54,8.96,8.04,11.42,7.54,10.46,8.92,12.0,12.71
848,2063-04-29,11.79,9.08,8.75,7.83,13.08,9.13,11.75,10.92,10.08,11.67,11.96,15.21
849,2063-04-30,12.83,10.83,12.46,7.67,12.54,10.75,12.33,11.58,10.75,12.08,14.5,16.08
850,2063-05-01,18.79,14.17,13.59,11.63,14.17,11.96,14.46,12.46,12.87,13.96,15.29,21.62
851,2063-05-02,18.0,13.75,11.83,12.0,16.5,12.54,15.37,13.96,12.75,12.87,15.83,20.58
852,2063-05-03,16.13,9.59,10.29,10.0,13.46,9.59,12.96,10.17,11.12,12.54,14.37,13.04
853,2063-05-04,13.88,12.21,12.58,8.38,14.42,11.63,13.37,13.88,12.46,12.71,17.96,18.21
854,2063-05-05,12.42,12.25,9.71,10.37,14.75,12.0,14.96,12.5,12.67,12.67,16.38,18.38
855,2063-05-06,12.38,11.58,12.29,8.25,12.58,9.46,13.67,11.67,10.13,12.62,17.71,15.54
856,2063-05-07,19.83,16.96,22.34,15.16,17.41,15.34,18.75,16.66,15.37,19.17,22.83,21.0
857,2063-05-08,14.0,12.87,15.37,7.87,15.04,10.83,11.67,14.29,11.83,14.46,18.54,19.55
858,2063-05-09,19.79,19.29,16.33,12.58,17.92,13.13,13.88,12.79,12.92,12.62,15.16,14.96
859,2063-05-10,30.91,18.21,21.12,19.62,26.2,18.38,23.09,17.37,20.08,17.37,20.25,22.21
860,2063-05-11,11.17,10.34,13.37,8.38,11.08,9.59,12.25,10.83,10.75,11.67,16.66,15.79
861,2063-05-12,23.75,22.17,23.09,13.42,21.92,16.0,15.59,23.0,15.34,20.88,32.91,24.54
862,2063-05-13,20.62,18.91,17.04,12.75,24.67,18.34,20.33,21.54,17.62,20.38,26.42,28.01
863,2063-05-14,13.29,10.75,10.25,7.04,12.62,8.58,13.42,11.87,11.46,12.04,15.75,18.29
864,2063-05-15,10.21,7.5,8.17,6.34,10.46,8.08,12.83,8.63,10.88,10.88,12.87,15.59
865,2063-05-16,8.08,9.13,9.59,6.58,11.0,8.83,14.42,10.08,10.67,12.29,13.7,13.62
866,2063-05-17,9.59,8.21,9.92,7.08,13.13,10.0,13.96,11.08,13.0,12.58,16.04,20.54
867,2063-05-18,17.79,12.96,13.0,11.42,17.75,14.33,19.33,16.79,17.04,18.12,18.63,24.21
868,2063-05-19,10.5,9.33,9.71,6.5,11.17,8.29,11.38,8.71,9.42,8.83,11.79,12.54
869,2063-05-20,16.0,13.5,15.41,9.21,16.88,12.33,14.5,10.96,11.75,10.04,13.33,12.92
870,2063-05-21,12.54,12.83,11.04,5.29,13.37,7.83,7.21,9.79,8.63,10.46,13.46,15.92
871,2063-05-22,8.87,6.83,9.87,5.17,7.58,6.0,7.62,5.17,6.87,6.04,8.71,8.17
872,2063-05-23,5.25,10.46,5.13,4.12,9.59,6.29,7.0,6.54,6.38,5.79,13.04,8.04
873,2063-05-24,9.59,9.21,6.17,3.88,10.54,5.29,4.96,6.29,5.33,5.04,7.54,8.96
874,2063-05-25,8.38,8.12,12.33,7.29,8.63,8.04,8.38,8.04,6.71,7.58,14.54,7.29
875,2063-05-26,11.63,8.58,8.12,6.71,9.71,7.38,9.29,9.62,9.17,11.04,12.38,12.75
876,2063-05-27,8.21,2.92,10.04,3.71,3.42,1.87,5.13,1.71,3.17,2.67,5.83,4.92
877,2063-05-28,3.63,5.91,13.83,4.63,7.75,3.71,5.63,5.17,3.67,4.21,5.04,1.75
878,2063-05-29,7.12,7.62,21.5,7.83,10.08,7.41,10.92,7.12,8.75,7.25,12.21,4.75
879,2063-05-30,4.88,2.96,17.25,4.67,5.96,6.71,8.25,7.62,7.83,7.54,7.96,11.12
880,2063-05-31,2.04,2.21,9.04,2.88,2.67,2.17,6.13,3.58,6.46,6.92,4.96,9.42
881,2063-06-01,13.37,6.87,12.0,8.5,10.04,9.42,10.92,12.96,11.79,11.04,10.92,13.67
882,2063-06-02,17.62,8.79,20.62,8.63,11.38,10.75,14.46,13.7,13.7,11.79,12.83,16.46
883,2063-06-03,19.04,9.17,24.13,11.54,12.12,13.04,17.67,14.5,14.0,11.63,14.09,11.75
884,2063-06-04,8.96,7.17,21.92,7.04,8.79,8.79,9.79,9.08,8.58,7.79,11.21,4.96
885,2063-06-05,3.37,4.75,16.83,2.21,3.54,3.88,6.0,7.0,6.21,7.08,12.08,7.0
886,2063-06-06,4.04,3.08,4.0,3.71,4.54,2.54,6.29,6.08,7.0,9.21,6.79,13.46
887,2063-06-07,6.34,8.04,4.63,4.5,6.96,2.92,3.58,4.25,3.54,4.67,5.71,10.96
888,2063-06-08,7.17,7.83,3.67,2.58,7.62,4.17,4.25,5.91,4.83,4.83,5.17,3.33
889,2063-06-09,6.75,3.37,13.25,3.58,4.25,4.38,8.38,7.96,8.42,7.5,6.96,5.96
890,2063-06-10,7.58,4.58,8.87,3.58,6.54,4.08,5.75,7.58,7.79,7.21,7.87,6.67
891,2063-06-11,4.12,3.75,7.87,1.21,5.09,2.92,2.92,4.04,4.25,5.09,6.83,4.63
892,2063-06-12,6.08,4.92,4.42,2.25,5.5,2.21,4.25,4.08,4.38,4.04,8.63,5.63
893,2063-06-13,10.0,3.13,4.17,5.54,5.91,3.67,4.92,3.96,4.67,8.38,5.71,5.41
894,2063-06-14,7.62,3.21,3.75,2.62,5.13,2.42,4.83,2.79,4.54,2.88,5.79,2.79
895,2063-06-15,8.92,8.08,8.04,4.5,9.13,6.58,7.17,11.46,7.67,10.54,14.17,11.87
896,2063-06-16,5.46,6.63,7.33,4.92,7.5,5.58,8.29,6.71,6.75,6.5,10.25,13.21
897,2063-06-17,10.25,10.58,11.83,5.83,8.75,4.92,5.88,8.87,4.46,7.71,13.0,8.25
898,2063-06-18,20.75,14.46,15.34,12.96,20.83,15.29,17.83,17.54,17.5,16.92,21.17,18.54
899,2063-06-19,7.04,7.67,7.33,5.04,8.54,5.17,8.92,7.5,6.5,8.75,11.12,12.79
900,2063-06-20,11.38,11.67,13.0,7.62,13.17,9.5,8.67,12.46,10.21,13.25,17.67,13.25
901,2063-06-21,14.54,10.0,15.34,6.5,11.71,8.79,10.34,10.41,10.96,10.96,13.7,16.08
902,2063-06-22,10.0,9.62,9.17,8.92,13.79,9.92,11.83,10.67,10.25,9.38,14.17,12.71
903,2063-06-23,15.59,14.0,14.83,7.96,15.04,10.75,11.87,13.0,9.83,12.71,17.96,16.25
904,2063-06-24,14.04,11.54,16.38,8.0,16.96,11.67,12.04,10.13,10.79,11.92,13.46,11.54
905,2063-06-25,9.83,9.25,8.96,6.42,14.5,8.63,8.17,10.79,8.17,8.54,13.37,11.92
906,2063-06-26,13.17,10.71,10.83,9.17,14.83,9.59,12.71,11.63,10.67,11.54,14.09,12.71
907,2063-06-27,13.7,12.17,11.79,8.83,13.42,9.75,13.04,13.25,10.92,14.58,14.88,24.25
908,2063-06-28,16.25,13.13,16.04,9.83,15.29,9.0,12.17,14.25,10.25,13.5,18.88,20.67
909,2063-06-29,15.09,14.04,15.21,10.54,14.58,9.0,13.5,15.04,11.5,15.54,20.96,18.75
910,2063-06-30,10.63,10.83,19.0,8.08,8.83,7.25,11.58,10.08,7.38,12.08,13.5,5.29
911,2063-07-01,3.83,5.5,8.5,4.12,6.79,4.04,8.54,8.25,8.04,9.0,10.75,10.83
912,2063-07-02,5.21,1.13,5.96,4.33,5.88,4.12,5.09,8.46,8.0,8.71,9.79,16.83
913,2063-07-03,2.0,2.17,8.25,2.58,4.83,3.13,6.46,5.96,6.34,6.0,6.0,9.0
914,2063-07-04,2.37,2.42,7.79,2.62,3.04,3.17,8.5,6.29,5.17,8.29,6.54,13.79
915,2063-07-05,2.67,2.08,7.46,1.92,3.04,2.88,5.17,5.41,4.67,6.04,7.33,7.29
916,2063-07-06,4.04,5.41,2.83,2.17,4.5,2.79,2.67,6.75,3.33,6.34,10.71,5.17
917,2063-07-07,7.0,7.83,5.83,4.88,5.17,4.5,6.46,7.75,5.54,7.12,9.46,11.21
918,2063-07-08,7.96,7.41,7.67,5.29,8.63,7.0,10.92,10.71,9.67,9.25,11.42,15.83
919,2063-07-09,8.38,8.46,9.5,8.21,12.71,9.87,13.96,11.96,10.17,10.0,12.67,13.21
920,2063-07-10,9.04,7.83,6.21,5.04,8.96,4.88,8.17,7.08,6.79,7.71,8.0,9.17
921,2063-07-11,6.67,5.0,7.12,3.13,7.87,2.58,4.46,4.12,2.79,3.21,3.71,5.79
922,2063-07-12,3.08,5.96,4.25,2.79,5.46,3.37,4.79,5.75,4.75,6.58,7.92,6.46
923,2063-07-13,10.37,7.96,7.54,5.17,7.21,3.83,5.54,6.42,4.0,4.71,9.04,5.83
924,2063-07-14,19.46,17.21,19.33,13.5,15.63,12.62,14.71,19.29,12.33,15.83,23.42,18.5
925,2063-07-15,12.62,10.79,15.87,7.83,11.96,9.08,12.04,10.83,8.75,11.17,14.29,10.58
926,2063-07-16,8.87,9.17,7.21,6.04,10.29,7.0,10.29,9.5,8.75,8.67,12.5,13.29
927,2063-07-17,11.75,10.63,10.92,6.25,10.58,7.58,9.75,10.5,7.71,11.92,12.5,15.04
928,2063-07-18,8.0,6.46,9.04,4.83,7.21,4.88,6.5,8.5,5.21,5.79,12.96,9.08
929,2063-07-19,7.04,5.37,9.42,5.09,11.12,6.54,10.04,7.92,8.54,10.25,9.96,14.54
930,2063-07-20,3.96,5.54,5.75,3.88,8.71,4.58,6.5,6.17,4.17,6.13,9.75,9.33
931,2063-07-21,5.13,8.46,5.17,6.75,8.54,6.13,7.29,11.46,6.54,9.79,16.79,13.33
932,2063-07-22,3.88,2.08,3.67,1.67,4.08,1.5,6.5,3.46,3.88,4.83,4.75,5.88
933,2063-07-23,12.29,10.67,12.79,8.83,9.96,7.12,7.87,7.62,7.58,9.46,8.46,7.67
934,2063-07-24,14.79,11.83,10.63,8.67,13.88,9.33,11.17,12.21,9.62,11.79,12.87,15.83
935,2063-07-25,15.12,10.75,8.96,7.71,11.71,8.42,11.0,10.75,10.37,11.0,13.88,15.54
936,2063-07-26,4.75,6.13,4.0,3.0,7.29,2.92,6.5,5.91,4.58,5.63,11.58,7.62
937,2063-07-27,5.75,10.75,6.58,6.08,10.79,7.96,5.5,10.21,7.21,10.92,19.67,10.08
938,2063-07-28,5.75,8.38,2.83,4.12,9.96,5.0,5.91,7.83,5.66,7.67,12.38,7.58
939,2063-07-29,7.75,12.33,5.54,6.75,11.75,8.29,8.21,11.34,7.75,10.79,19.7,12.96
940,2063-07-30,5.09,12.83,3.08,5.91,9.17,6.83,4.33,9.87,6.54,7.54,16.88,9.79
941,2063-07-31,5.0,8.79,3.5,3.92,9.75,3.42,4.33,9.75,4.46,4.88,7.87,9.0
942,2063-08-01,10.21,7.83,13.7,5.37,11.67,5.0,5.41,11.25,5.66,5.37,13.37,3.67
943,2063-08-02,7.58,7.46,18.25,6.08,9.62,5.0,4.08,8.17,5.41,5.66,11.42,6.96
944,2063-08-03,5.75,3.29,8.96,3.29,6.38,2.29,2.62,1.79,2.21,3.04,3.79,2.25
945,2063-08-04,7.0,6.5,4.79,2.37,5.91,1.87,3.13,3.5,3.67,4.29,8.71,3.71
946,2063-08-05,18.08,12.21,11.08,8.54,11.12,8.58,10.5,9.75,9.92,12.12,10.34,17.75
947,2063-08-06,11.12,7.5,8.17,5.33,9.62,7.41,7.0,10.71,8.63,8.58,14.12,14.0
948,2063-08-07,13.13,9.71,11.92,8.0,14.46,11.38,12.58,13.67,12.25,12.25,16.08,19.79
949,2063-08-08,14.46,7.75,10.83,8.58,13.62,8.96,13.5,10.29,12.25,12.79,12.92,23.29
950,2063-08-09,9.71,10.41,8.96,5.54,10.67,6.21,7.96,5.96,7.41,7.29,10.29,11.21
951,2063-08-10,12.92,8.92,10.0,9.38,14.0,11.38,14.09,12.0,12.71,11.5,11.58,10.21
952,2063-08-11,14.0,10.79,7.29,7.54,13.25,8.87,11.25,10.58,11.34,9.25,12.12,12.5
953,2063-08-12,12.29,9.29,5.66,6.29,9.29,7.21,8.38,9.25,8.46,10.0,12.17,13.7
954,2063-08-13,7.96,7.08,6.67,3.67,7.12,4.12,6.58,6.63,5.91,8.96,8.83,10.75
955,2063-08-14,8.0,7.0,5.04,3.08,8.21,5.33,6.67,7.41,6.58,7.33,10.71,10.25
956,2063-08-15,9.67,8.5,9.08,4.12,9.71,5.37,9.21,7.21,7.46,7.29,10.13,10.29
957,2063-08-16,22.37,16.38,19.75,12.33,14.83,8.79,17.67,12.96,12.08,13.5,16.38,17.62
958,2063-08-17,24.33,15.12,18.75,14.5,15.12,11.12,15.67,11.04,13.92,16.66,12.08,16.08
959,2063-08-18,8.0,4.63,8.42,4.25,7.25,4.17,6.92,4.88,6.54,5.96,7.54,5.33
960,2063-08-19,7.08,6.46,6.58,5.04,10.37,7.25,7.79,8.92,6.92,8.83,10.13,10.25
961,2063-08-20,15.63,12.75,7.0,8.21,13.88,9.04,11.08,10.34,10.21,11.63,11.29,15.29
962,2063-08-21,9.38,10.67,10.58,7.04,9.59,7.38,9.46,8.21,9.79,8.38,10.37,12.0
963,2063-08-22,12.08,10.75,10.41,4.5,11.96,7.58,7.62,9.71,8.08,9.59,15.46,9.67
964,2063-08-23,18.21,15.54,16.33,8.54,17.92,12.54,13.13,12.58,12.17,14.88,17.16,16.71
965,2063-08-24,16.21,12.75,12.79,8.83,14.83,10.96,13.59,11.08,12.29,9.92,12.5,13.21
966,2063-08-25,15.41,14.09,15.83,7.71,14.67,9.59,9.0,15.71,10.41,14.37,22.88,13.21
967,2063-08-26,21.5,20.62,18.54,13.46,23.63,15.87,19.62,19.08,17.54,17.25,23.16,21.54
968,2063-08-27,16.71,11.54,10.88,10.37,15.92,12.25,14.62,14.25,13.79,9.92,16.42,13.17
969,2063-08-28,11.54,9.46,8.83,5.37,10.37,6.75,7.41,8.33,6.58,7.12,12.83,8.5
970,2063-08-29,10.71,7.96,10.13,7.04,10.25,8.46,8.33,11.34,8.75,11.29,16.0,14.42
971,2063-08-30,17.33,19.0,17.04,9.17,20.08,12.75,11.12,14.79,12.29,15.5,19.25,15.21
972,2063-08-31,13.21,20.0,17.12,7.83,13.04,8.54,9.59,12.5,8.79,10.96,17.29,17.46
973,2063-09-01,14.37,12.17,12.42,7.41,10.96,7.41,10.34,11.83,9.13,12.83,16.08,18.0
974,2063-09-02,19.92,16.79,10.08,9.21,12.17,7.96,8.96,11.54,9.42,11.87,14.09,16.08
975,2063-09-03,11.87,7.96,9.92,6.04,9.92,6.71,11.25,8.71,8.63,8.87,8.25,13.59
976,2063-09-04,10.63,10.71,7.12,4.83,8.42,4.42,5.96,6.08,4.58,6.83,7.08,13.5
977,2063-09-05,15.0,10.88,8.42,5.37,11.87,7.0,9.25,9.87,8.29,9.13,11.92,14.67
978,2063-09-06,10.58,10.25,7.5,6.0,10.54,7.04,10.34,8.46,7.54,8.04,12.25,13.88
979,2063-09-07,15.96,13.92,14.75,7.54,13.75,10.88,14.67,12.71,11.38,12.96,12.12,10.67
980,2063-09-08,15.63,13.88,12.83,7.92,16.42,10.0,13.13,10.88,10.71,11.71,19.17,17.29
981,2063-09-09,11.42,9.96,11.0,6.63,10.75,7.71,14.04,10.0,10.21,10.75,13.29,17.37
982,2063-09-10,7.41,7.67,5.54,1.58,4.83,0.67,3.71,2.67,2.37,1.83,3.5,7.38
983,2063-09-11,6.79,3.04,5.46,2.96,5.71,1.71,2.54,1.75,3.67,3.04,5.17,6.25
984,2063-09-12,5.21,6.5,5.79,2.54,4.0,2.42,4.29,7.38,2.71,4.54,14.79,8.54
985,2063-09-13,6.5,6.54,8.04,3.67,7.79,6.5,9.79,10.54,8.63,9.96,16.25,19.55
986,2063-09-14,5.58,2.75,4.92,2.21,6.63,4.92,9.33,7.17,6.34,7.96,15.59,19.67
987,2063-09-15,3.83,7.21,6.71,2.25,4.38,4.46,5.91,12.67,6.08,10.54,20.0,14.92
988,2063-09-16,2.33,8.25,4.04,2.0,5.66,4.08,4.75,8.25,3.83,5.88,17.04,10.08
989,2063-09-17,4.67,7.96,5.46,2.33,5.79,2.5,7.83,8.25,4.54,7.29,13.62,11.38
990,2063-09-18,6.96,7.17,16.54,3.63,8.42,4.88,5.41,6.54,5.29,4.75,7.25,12.08
991,2063-09-19,8.87,6.63,6.63,3.21,9.87,4.75,6.75,5.63,5.21,5.58,5.63,10.71
992,2063-09-20,7.08,7.79,5.13,4.17,9.46,4.42,5.5,5.21,3.96,5.91,7.25,7.83
993,2063-09-21,3.63,6.71,4.42,1.0,7.54,2.21,2.54,5.83,1.42,4.33,10.25,9.21
994,2063-09-22,1.29,8.21,3.96,1.54,6.42,2.04,3.21,4.79,3.33,5.21,15.59,10.5
995,2063-09-23,8.54,14.96,5.25,5.04,12.0,6.83,5.09,11.21,6.87,10.75,23.75,17.16
996,2063-09-24,18.84,15.37,13.25,10.34,16.83,11.04,14.67,12.0,11.58,13.88,16.58,20.67
997,2063-09-25,18.25,15.87,14.42,8.46,13.88,9.87,13.37,11.38,10.08,12.46,19.33,19.33
998,2063-09-26,19.58,17.92,16.66,13.75,24.13,17.96,23.04,22.58,18.88,16.96,26.12,33.42
999,2063-09-27,11.92,10.25,9.17,7.12,13.46,10.83,15.0,11.38,12.38,13.21,17.12,24.41
1000,2063-09-28,9.67,10.08,10.54,4.21,6.75,6.54,10.17,9.54,6.58,8.63,13.96,14.0
1001,2063-09-29,17.5,10.5,13.7,10.46,14.71,11.87,17.88,14.37,14.58,14.58,16.88,23.96
1002,2063-09-30,11.38,7.92,7.67,7.38,12.21,8.0,12.5,8.42,10.54,9.38,11.63,18.29
1003,2063-10-01,16.0,14.71,10.96,10.37,16.46,11.21,15.71,14.62,13.46,11.67,19.55,21.67
1004,2063-10-02,15.16,12.42,11.25,8.42,13.5,7.79,10.54,10.0,9.0,10.21,15.54,14.92
1005,2063-10-03,16.46,14.33,13.08,9.13,12.83,10.41,14.21,10.17,11.29,10.58,14.62,19.21
1006,2063-10-04,14.17,12.08,9.21,8.5,14.21,9.04,14.25,12.62,12.0,10.75,17.33,19.55
1007,2063-10-05,12.17,8.42,9.29,6.92,13.13,3.88,9.04,5.75,7.25,8.38,7.83,17.04
1008,2063-10-06,12.75,11.87,8.63,6.54,14.04,9.42,8.71,10.21,8.83,5.66,14.12,11.29
1009,2063-10-07,13.08,10.88,9.46,5.41,10.41,7.71,11.17,11.79,9.08,8.5,16.46,9.62
1010,2063-10-08,17.29,13.13,13.42,9.96,14.5,11.21,14.33,15.96,12.25,13.59,20.41,22.37
1011,2063-10-09,10.08,9.42,10.29,6.08,17.33,11.83,15.25,14.92,12.71,15.54,23.38,28.5
1012,2063-10-10,7.62,5.79,8.21,5.88,11.96,9.0,14.42,11.34,11.17,11.21,16.38,20.62
1013,2063-10-11,10.29,12.83,12.5,4.83,8.12,6.34,9.83,13.42,7.25,13.04,18.66,22.08
1014,2063-10-12,11.04,10.58,13.0,3.83,10.58,7.38,9.42,9.21,7.25,9.08,17.83,15.54
1015,2063-10-13,13.88,7.92,10.54,7.41,9.79,8.42,14.21,7.08,11.25,11.5,13.37,22.92
1016,2063-10-14,9.79,10.5,9.75,3.79,8.25,7.67,3.83,6.58,6.34,5.54,13.5,10.5
1017,2063-10-15,15.0,15.37,15.04,8.54,13.0,12.0,11.67,13.46,10.83,13.54,21.25,19.79
1018,2063-10-16,12.17,9.08,8.25,5.46,11.54,7.5,7.46,8.79,6.25,8.29,16.0,13.46
1019,2063-10-17,13.08,12.46,11.08,5.5,12.38,8.67,10.37,11.38,8.46,10.75,19.62,16.75
1020,2063-10-18,16.29,15.34,15.09,9.17,12.33,10.67,12.96,13.92,8.92,13.67,20.96,16.17
1021,2063-10-19,22.0,17.54,19.55,14.29,18.71,15.34,15.09,16.38,13.83,16.79,23.54,22.13
1022,2063-10-20,19.21,18.05,14.58,9.13,15.71,12.71,13.42,15.83,10.75,15.67,26.38,19.29
1023,2063-10-21,19.5,11.12,18.63,9.92,12.46,10.71,13.88,10.41,10.17,12.21,15.09,17.29
1024,2063-10-22,12.92,12.29,10.63,6.5,10.37,9.0,9.79,7.21,5.58,7.41,11.71,13.33
1025,2063-10-23,16.17,14.33,14.71,9.5,15.25,11.21,12.92,12.29,11.83,14.09,20.91,18.05
1026,2063-10-24,6.25,9.83,6.71,2.96,8.71,5.25,4.83,7.75,4.33,10.08,15.5,13.5
1027,2063-10-25,10.0,11.17,5.63,4.75,12.12,7.12,6.04,7.12,5.33,5.66,10.46,10.54
1028,2063-10-26,16.46,17.96,12.79,8.54,16.0,9.87,11.21,11.29,8.25,9.79,14.12,10.41
1029,2063-10-27,20.41,18.79,15.29,12.12,21.54,13.33,15.37,15.59,10.79,11.17,19.41,11.42
1030,2063-10-28,16.42,13.29,15.87,10.34,12.08,8.96,12.04,11.38,11.83,12.96,14.17,19.87
1031,2063-10-29,12.46,9.79,14.96,10.08,9.92,7.08,8.21,8.71,8.33,11.38,11.92,12.33
1032,2063-10-30,13.88,3.71,18.66,11.04,12.42,11.0,15.92,10.04,11.04,14.37,10.58,17.0
1033,2063-10-31,6.75,7.79,8.29,3.37,8.33,4.38,5.25,8.04,5.75,8.0,9.87,15.83
1034,2063-11-01,10.34,7.87,15.21,6.04,8.21,6.25,8.25,6.87,6.54,6.79,7.17,11.12
1035,2063-11-02,7.08,4.88,6.46,2.83,5.17,1.67,6.0,4.83,4.54,5.0,7.58,8.79
1036,2063-11-03,12.87,10.08,11.25,4.25,8.12,5.66,7.33,9.96,6.5,8.58,11.5,15.54
1037,2063-11-04,13.5,11.04,19.29,8.83,10.54,8.87,16.13,11.71,9.92,11.34,12.38,20.25
1038,2063-11-05,9.29,7.5,10.67,5.04,9.92,7.08,11.12,10.83,7.29,10.58,12.83,16.17
1039,2063-11-06,4.0,1.92,4.83,0.96,4.17,0.37,3.0,2.58,0.87,0.87,7.25,2.96
1040,2063-11-07,11.79,7.67,7.75,4.92,9.17,4.38,7.62,4.5,4.5,4.12,6.25,5.79
1041,2063-11-08,11.67,12.08,10.5,6.5,14.09,9.75,13.0,7.62,8.92,9.59,12.25,12.42
1042,2063-11-09,7.41,9.96,7.54,3.88,8.79,5.66,6.58,5.54,4.67,3.92,7.83,8.63
1043,2063-11-10,32.96,22.25,26.67,20.46,23.75,16.83,19.83,21.29,16.71,17.25,24.13,33.87
1044,2063-11-11,26.92,22.04,22.67,19.5,27.04,19.12,18.29,15.67,16.21,18.63,14.17,15.59
1045,2063-11-12,16.42,15.71,14.75,14.96,21.17,19.0,25.92,20.33,22.08,20.04,28.62,24.3
1046,2063-11-13,10.29,9.42,6.67,3.67,11.12,7.79,14.42,7.79,9.21,11.29,16.96,22.08
1047,2063-11-14,13.62,13.08,13.67,4.42,14.37,7.62,12.08,6.54,7.46,9.13,18.0,14.46
1048,2063-11-15,8.5,11.04,4.12,1.04,10.0,5.13,2.92,7.21,3.08,4.42,10.13,4.79
1049,2063-11-16,16.5,14.67,8.58,6.67,12.79,5.66,6.29,6.08,2.54,3.37,14.58,11.0
1050,2063-11-17,21.67,19.75,16.96,8.17,19.17,13.5,13.75,15.16,11.04,11.71,18.21,19.17
1051,2063-11-18,25.12,21.04,20.71,14.5,21.21,15.71,22.5,14.37,16.46,15.34,15.34,8.92
1052,2063-11-19,9.29,6.54,8.63,5.17,9.0,5.75,10.08,7.08,6.08,7.33,16.79,18.91
1053,2063-11-20,10.75,8.71,10.96,3.58,8.38,3.46,7.17,5.96,5.71,7.21,13.96,15.21
1054,2063-11-21,26.38,24.67,22.67,17.41,26.42,18.91,24.71,20.38,20.5,21.34,30.0,31.05
1055,2063-11-22,8.71,10.92,6.58,4.79,8.17,6.04,10.21,7.58,7.0,8.75,12.96,18.88
1056,2063-11-23,22.63,19.38,19.29,10.92,13.96,12.79,13.17,12.79,9.67,13.04,13.88,18.5
1057,2063-11-24,26.5,21.29,21.92,16.46,20.08,15.21,14.62,17.21,15.41,17.33,20.33,18.75
1058,2063-11-25,26.58,26.54,19.46,14.75,23.09,15.54,18.41,18.54,17.62,17.04,24.13,17.92
1059,2063-11-26,22.83,13.96,14.0,12.12,13.37,9.83,14.42,10.83,13.96,12.62,14.21,17.92
1060,2063-11-27,8.79,10.88,9.08,4.96,9.92,7.17,5.91,10.04,7.0,9.13,18.91,15.83
1061,2063-11-28,15.83,11.12,13.54,8.21,8.54,6.34,10.41,5.96,9.5,8.17,10.54,14.37
1062,2063-11-29,3.08,6.17,9.71,1.33,5.88,2.21,6.46,3.92,1.58,2.29,10.21,7.08
1063,2063-11-30,19.17,17.46,11.08,3.71,14.88,7.5,6.42,11.87,5.79,6.13,16.88,12.5
1064,2063-12-01,24.79,16.46,18.75,11.17,21.71,12.83,13.79,18.25,12.08,13.79,19.79,15.37
1065,2063-12-02,15.67,12.21,17.96,9.75,11.17,10.88,16.0,15.12,14.12,12.75,16.88,26.16
1066,2063-12-03,22.79,18.5,27.67,16.17,19.41,19.87,21.29,20.75,18.88,17.33,21.29,31.75
1067,2063-12-04,13.96,10.83,15.5,7.75,10.29,10.17,16.08,12.79,13.17,12.12,12.71,24.33
1068,2063-12-05,10.04,7.12,13.62,3.96,7.04,3.79,10.71,7.33,6.13,7.58,7.71,5.09
1069,2063-12-06,11.17,7.46,12.62,4.0,7.83,4.12,13.21,6.96,4.75,6.67,8.29,12.92
1070,2063-12-07,10.13,8.63,11.42,3.29,7.08,3.96,8.92,4.67,3.04,5.5,7.33,10.08
1071,2063-12-08,7.29,1.08,7.38,0.42,6.54,1.46,1.83,1.29,1.13,1.29,6.29,6.67
