,Location,Period,Indicator,Dim1,First Tooltip
3981,Brazil,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,108.5 [101-116.5]
3982,Brazil,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,117.6 [109.1-126.7]
3983,Brazil,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,98.97 [91.64-106.9]
3984,Brazil,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,112.2 [104.4-120.4]
3985,Brazil,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,121.5 [112.7-130.8]
3986,Brazil,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,102.4 [94.78-110.5]
3987,Brazil,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,115.6 [107.8-123.9]
3988,Brazil,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,125.2 [116.3-134.7]
3989,Brazil,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,105.5 [97.81-113.7]
3990,Brazil,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,118.9 [111.1-127.5]
3991,Brazil,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,128.8 [119.9-138.5]
3992,Brazil,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,108.5 [100.9-116.9]
3993,Brazil,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,122.3 [114.3-130.9]
3994,Brazil,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,132.5 [123.5-142.2]
3995,Brazil,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,111.6 [103.9-120]
3996,Brazil,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,125.7 [117.6-134.3]
3997,Brazil,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,136 [126.9-145.9]
3998,Brazil,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,114.8 [106.7-123.4]
3999,Brazil,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,129.1 [120.9-138]
4000,Brazil,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,139.6 [130.3-149.8]
4001,Brazil,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,118 [109.6-126.9]
4002,Brazil,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,132.5 [123.9-141.7]
4003,Brazil,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,143.2 [133.5-153.7]
4004,Brazil,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,121.3 [112.6-130.4]
4005,Brazil,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,135.8 [126.8-145.2]
4006,Brazil,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,146.6 [136.5-157.5]
4007,Brazil,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,124.4 [115.4-133.8]
4008,Brazil,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,138.9 [129.6-148.8]
4009,Brazil,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,149.9 [139.4-161.3]
4010,Brazil,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,127.2 [118-137.1]
4011,Brazil,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,141.9 [132.3-152.3]
4012,Brazil,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,153.1 [142.1-164.9]
4013,Brazil,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,130.2 [120.8-140.6]
4014,Brazil,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,145 [135.1-155.7]
4015,Brazil,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,156.2 [145-168.4]
4016,Brazil,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,133.2 [123.5-143.8]
4017,Brazil,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,148.2 [138.2-159]
4018,Brazil,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,159.5 [148.1-172]
4019,Brazil,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,136.3 [126.4-147.1]
4020,Brazil,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,151.7 [141.4-162.7]
4021,Brazil,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,163.1 [151.4-175.9]
4022,Brazil,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,139.7 [129.5-150.8]
4023,Brazil,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,155.5 [144.8-166.9]
4024,Brazil,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,167.1 [154.8-180.3]
4025,Brazil,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,143.4 [132.9-154.6]
4026,Brazil,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,159.7 [148.4-171.9]
4027,Brazil,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,171.4 [158.7-185.4]
4028,Brazil,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,147.5 [136.1-159.6]
4029,Brazil,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,164.1 [151.5-177.9]
4030,Brazil,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,175.9 [161.8-191.5]
4031,Brazil,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,151.8 [139.4-165.4]
4032,Brazil,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,168.9 [154.2-185]
4033,Brazil,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,180.8 [164.4-198.9]
4034,Brazil,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,156.3 [141.8-172]
4035,Brazil,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,173.6 [156.1-193.5]
4036,Brazil,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,185.7 [166.5-207.9]
4037,Brazil,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,161 [143.9-180]
4038,Brazil,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,178.7 [157.1-203.8]
4039,Brazil,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,190.9 [167.4-218.1]
4040,Brazil,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,165.8 [145.2-189.8]
4041,Brazil,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,183.8 [157.3-215.8]
4042,Brazil,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,196.3 [167.3-230.9]
4043,Brazil,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,170.7 [145.6-201]
4044,Brazil,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,189 [156-229.8]
4045,Brazil,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,201.7 [166.2-245.8]
4046,Brazil,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,175.7 [144.6-213.9]
4047,Brazil,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,194.7 [154.3-245.2]
4048,Brazil,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,207.5 [164.3-262.6]
4049,Brazil,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,181.1 [143-228.9]
4050,Brunei Darussalam,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,11.42 [10.12-12.87]
4051,Brunei Darussalam,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,12.55 [11.09-14.18]
4052,Brunei Darussalam,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,10.23 [9.03-11.6]
4053,Brunei Darussalam,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,11.24 [10.21-12.4]
4054,Brunei Darussalam,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,12.33 [11.15-13.63]
4055,Brunei Darussalam,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,10.1 [9.12-11.2]
4056,Brunei Darussalam,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,11.03 [10.17-11.97]
4057,Brunei Darussalam,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,12.09 [11.11-13.16]
4058,Brunei Darussalam,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,9.92 [9.1-10.81]
4059,Brunei Darussalam,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,10.82 [10.06-11.63]
4060,Brunei Darussalam,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,11.84 [10.97-12.79]
4061,Brunei Darussalam,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,9.74 [9-10.53]
4062,Brunei Darussalam,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,10.6 [9.9-11.36]
4063,Brunei Darussalam,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,11.61 [10.79-12.49]
4064,Brunei Darussalam,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,9.54 [8.85-10.29]
4065,Brunei Darussalam,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,10.38 [9.71-11.12]
4066,Brunei Darussalam,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,11.37 [10.58-12.21]
4067,Brunei Darussalam,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,9.35 [8.68-10.07]
4068,Brunei Darussalam,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,10.18 [9.51-10.9]
4069,Brunei Darussalam,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,11.12 [10.35-11.94]
4070,Brunei Darussalam,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,9.19 [8.53-9.89]
4071,Brunei Darussalam,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.99 [9.33-10.71]
4072,Brunei Darussalam,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.91 [10.15-11.73]
4073,Brunei Darussalam,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,9.03 [8.38-9.73]
4074,Brunei Darussalam,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.82 [9.17-10.53]
4075,Brunei Darussalam,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.72 [9.96-11.54]
4076,Brunei Darussalam,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,8.88 [8.25-9.57]
4077,Brunei Darussalam,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.68 [9.03-10.37]
4078,Brunei Darussalam,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.57 [9.82-11.37]
4079,Brunei Darussalam,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,8.75 [8.13-9.44]
4080,Brunei Darussalam,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.58 [8.93-10.26]
4081,Brunei Darussalam,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.44 [9.7-11.23]
4082,Brunei Darussalam,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,8.66 [8.04-9.33]
4083,Brunei Darussalam,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.5 [8.87-10.18]
4084,Brunei Darussalam,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.36 [9.63-11.15]
4085,Brunei Darussalam,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,8.6 [7.99-9.25]
4086,Brunei Darussalam,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.47 [8.82-10.14]
4087,Brunei Darussalam,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.31 [9.58-11.09]
4088,Brunei Darussalam,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,8.57 [7.96-9.23]
4089,Brunei Darussalam,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.45 [8.82-10.13]
4090,Brunei Darussalam,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.3 [9.57-11.07]
4091,Brunei Darussalam,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,8.57 [7.96-9.21]
4092,Brunei Darussalam,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.48 [8.86-10.15]
4093,Brunei Darussalam,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.33 [9.6-11.09]
4094,Brunei Darussalam,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,8.6 [7.98-9.24]
